date,slot,time_start,actual_price_yuan_per_kwh,forecast_price_yuan_per_kwh,load_kw,pv_kw,original_plan_kwh,final_commitment_kwh,adjustment_kwh,up_adjustment_kwh,down_cancellation_kwh,charge_kwh,discharge_kwh,emergency_kwh,waste_kwh,soc_start_kwh,soc_end_kwh,balance_residual_kwh,state_residual_kwh
2025-02-01,1,00:00,0.3281,0.3381,2532.1822,0.0,1283.581748506288,1283.581748506288,0.0,0.0,0.0,833.3333333333334,0.0,0.0,28.218048506288028,6000.0,6750.0,0.0,0.0
2025-02-01,2,00:10,0.3257,0.3528,2492.4439,0.0,745.6380400317042,745.6380400317042,0.0,0.0,0.0,330.23072336503753,0.0,0.0,0.0,6750.0,7047.207651028534,0.0,3.979039320256561e-13
2025-02-01,3,00:20,0.3041,0.3008,2464.3,0.0,1294.3931135085647,1294.3931135085647,0.0,0.0,0.0,833.3333333333334,0.0,0.0,50.34311350856467,7047.207651028534,7797.207651028534,0.0,0.0
2025-02-01,4,00:30,0.3126,0.3039,2581.7688,0.0,1300.5469537411204,1300.5469537411204,0.0,0.0,0.0,833.3333333333334,0.0,0.0,36.918820407787166,7797.207651028534,8547.207651028533,0.0,-9.094947017729282e-13
2025-02-01,5,00:40,0.3286,0.3343,2546.4635,0.0,1299.5769989241066,1299.5769989241066,0.0,0.0,0.0,833.3333333333334,0.0,0.0,41.83308225743997,8547.207651028533,9297.207651028533,0.0,0.0
2025-02-01,6,00:50,0.3438,0.3558,2436.31,0.0,553.7687359638837,553.7687359638837,0.0,0.0,0.0,147.7170692972171,0.0,0.0,0.0,9297.207651028533,9430.15301339603,0.0,8.810729923425242e-13
2025-02-01,7,01:00,0.3704,0.3641,2620.5011,0.0,541.8655146860548,541.8655146860548,0.0,0.0,0.0,105.11533135272146,0.0,0.0,0.0,9430.15301339603,9524.756811613479,0.0,5.684341886080802e-14
2025-02-01,8,01:10,0.3746,0.3577,2710.7861,0.0,530.3653956584199,530.3653956584199,0.0,0.0,0.0,78.56771232508657,0.0,0.0,0.0,9524.756811613479,9595.467752706058,0.0,7.247535904753022e-13
2025-02-01,9,01:20,0.3606,0.3605,2676.48,0.0,543.4393129037975,543.4393129037975,0.0,0.0,0.0,97.3593129037975,0.0,0.0,0.0,9595.467752706058,9683.091134319475,0.0,-5.258016244624741e-13
2025-02-01,10,01:30,0.3582,0.393,2830.598,0.0,538.6902555249584,538.6902555249584,0.0,0.0,0.0,66.92392219162508,0.0,0.0,0.0,9683.091134319475,9743.322664291938,0.0,6.750155989720952e-13
2025-02-01,11,01:40,0.3041,0.3685,2688.1558,0.0,557.6259825048279,557.6259825048279,0.0,0.0,0.0,109.60001583816126,0.0,0.0,0.0,9743.322664291938,9841.962678546282,0.0,-7.815970093361102e-13
2025-02-01,12,01:50,0.2537,0.3052,2384.42,0.0,1308.7244626744125,1308.7244626744125,0.0,0.0,0.0,833.3333333333334,0.0,0.0,77.98779600774583,9841.962678546282,10591.962678546282,0.0,0.0
2025-02-01,13,02:00,0.3346,0.3159,2604.5438,0.0,1330.2624756791809,1330.2624756791809,0.0,0.0,0.0,231.15257939301955,0.0,0.0,665.0192629528281,10591.962678546282,10800.0,0.0,0.0
2025-02-01,14,02:10,0.3971,0.3649,2943.3655,0.0,568.5173032466222,568.5173032466222,0.0,0.0,0.0,0.0,0.0,0.0,77.95638657995556,10800.0,10800.0,0.0,0.0
2025-02-01,15,02:20,0.367,0.3905,3019.32,0.0,559.5071816670909,559.5071816670909,0.0,0.0,0.0,0.0,0.0,0.0,56.28718166709086,10800.0,10800.0,0.0,0.0
2025-02-01,16,02:30,0.3185,0.37,2844.4369,0.0,556.2449128937513,556.2449128937513,0.0,0.0,0.0,0.0,0.0,0.0,82.1720962270847,10800.0,10800.0,0.0,0.0
2025-02-01,17,02:40,0.3285,0.3817,2768.3064,0.0,586.0688747055991,586.0688747055991,0.0,0.0,0.0,0.0,0.0,0.0,124.68447470559914,10800.0,10800.0,0.0,0.0
2025-02-01,18,02:50,0.3772,0.4212,2861.65,0.0,558.4553464315646,558.4553464315646,0.0,0.0,0.0,0.0,0.0,0.0,81.51367976489797,10800.0,10800.0,0.0,0.0
2025-02-01,19,03:00,0.3815,0.4101,2900.3973,0.0,569.6258340021421,569.6258340021421,0.0,0.0,0.0,0.0,0.0,0.0,86.22628400214217,10800.0,10800.0,0.0,0.0
2025-02-01,20,03:10,0.3822,0.402,2919.6115,0.0,568.1289389391928,568.1289389391928,0.0,0.0,0.0,0.0,0.0,0.0,81.52702227252621,10800.0,10800.0,0.0,0.0
2025-02-01,21,03:20,0.3962,0.4175,2993.09,0.0,561.5553153873947,561.5553153873947,0.0,0.0,0.0,0.0,0.0,0.0,62.706982054061314,10800.0,10800.0,0.0,0.0
2025-02-01,22,03:30,0.3879,0.4191,3109.8584,0.0,538.1774853165283,538.1774853165283,0.0,0.0,0.0,0.0,0.0,0.0,19.867751983195035,10800.0,10800.0,0.0,0.0
2025-02-01,23,03:40,0.3405,0.4048,3054.8008,0.0,572.9979241881294,572.9979241881294,0.0,0.0,0.0,0.0,0.0,0.0,63.86445752146278,10800.0,10800.0,0.0,0.0
2025-02-01,24,03:50,0.3164,0.3922,2901.7,0.0,588.3062732524634,588.3062732524634,0.0,0.0,0.0,0.0,0.0,0.0,104.68960658579675,10800.0,10800.0,0.0,0.0
2025-02-01,25,04:00,0.3916,0.3983,2947.1208,0.0,598.4250308485679,598.4250308485679,0.0,0.0,0.0,0.0,0.0,0.0,107.23823084856787,10800.0,10800.0,0.0,0.0
2025-02-01,26,04:10,0.4109,0.3977,3027.8717,0.0,597.5141502686349,597.5141502686349,0.0,0.0,0.0,0.0,0.0,0.0,92.86886693530158,10800.0,10800.0,0.0,0.0
2025-02-01,27,04:20,0.361,0.3819,3033.47,0.0,570.0046489843554,570.0046489843554,0.0,0.0,0.0,0.0,0.0,0.0,64.42631565102215,10800.0,10800.0,0.0,0.0
2025-02-01,28,04:30,0.3799,0.3738,3019.3858,0.0,600.1937129466816,600.1937129466816,0.0,0.0,0.0,0.0,0.0,0.0,96.96274628001493,10800.0,10800.0,0.0,0.0
2025-02-01,29,04:40,0.4094,0.4078,3017.0819,0.0014,601.8041524264635,601.8041524264635,0.0,0.0,0.0,0.0,0.0,0.0,98.95740242646349,10800.0,10800.0,-5.684341886080802e-14,0.0
2025-02-01,30,04:50,0.4052,0.4431,2997.85,0.0,565.459856030584,565.459856030584,0.0,0.0,0.0,0.0,0.0,0.0,65.81818936391733,10800.0,10800.0,0.0,0.0
2025-02-01,31,05:00,0.3896,0.4078,2932.7015,0.0,590.9287821799788,590.9287821799788,0.0,0.0,0.0,0.0,0.0,0.0,102.14519884664548,10800.0,10800.0,0.0,0.0
2025-02-01,32,05:10,0.3908,0.411,2991.1125,0.0199,606.441862376663,606.441862376663,0.0,0.0,0.0,0.0,0.0,0.0,107.92642904332968,10800.0,10800.0,5.684341886080802e-14,0.0
2025-02-01,33,05:20,0.3821,0.4424,3175.34,0.0,596.6976488075957,596.6976488075957,0.0,0.0,0.0,0.0,0.0,0.0,67.47431547426231,10800.0,10800.0,0.0,0.0
2025-02-01,34,05:30,0.3475,0.415,3284.4619,0.0,607.7197387049132,607.7197387049132,0.0,0.0,0.0,0.0,0.0,0.0,60.309422038246566,10800.0,10800.0,0.0,0.0
2025-02-01,35,05:40,0.5182,0.5778,3187.3644,0.2774,579.6853577347139,579.6853577347139,0.0,0.0,0.0,0.0,0.0,0.0,48.50419106804725,10800.0,10800.0,0.0,0.0
2025-02-01,36,05:50,0.8102,0.8628,3065.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.98333333333335,0.0,0.0,10800.0,10232.24074074074,0.0,1.1368683772161603e-13
2025-02-01,37,06:00,0.8756,0.9186,3211.1231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.1871833333332,0.0,0.0,10232.24074074074,9637.588314814815,0.0,-1.1368683772161603e-13
2025-02-01,38,06:10,0.818,0.8652,3203.9961,3.8641,0.0,0.0,0.0,0.0,0.0,0.0,533.3553333333333,0.0,0.0,9637.588314814815,9044.971277777779,0.0,5.684341886080801e-13
2025-02-01,39,06:20,0.7708,0.827,3027.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.52,0.0,0.0,9044.971277777779,8484.3935,0.0,-6.821210263296962e-13
2025-02-01,40,06:30,0.7715,0.8144,3117.3221,0.0,625.4832589498618,625.4832589498618,0.0,0.0,0.0,105.9295756165285,0.0,0.0,0.0,8484.3935,8579.730118054877,0.0,8.100187187665142e-13
2025-02-01,41,06:40,0.8181,0.847,3398.49,89.6095,0.0,0.0,0.0,0.0,0.0,0.0,551.4800833333333,0.0,0.0,8579.730118054877,7966.974469906729,0.0,1.1368683772161603e-13
2025-02-01,42,06:50,0.8678,0.8765,3652.75,340.5,0.0,0.0,0.0,0.0,0.0,0.0,552.0416666666666,0.0,0.0,7966.974469906729,7353.594840277099,0.0,0.0
2025-02-01,43,07:00,0.864,0.8308,3703.2843,615.936,0.0,0.0,0.0,0.0,0.0,0.0,514.5580499999999,0.0,0.0,7353.594840277099,6781.863673610433,-1.1368683772161603e-13,0.0
2025-02-01,44,07:10,0.8237,0.8187,3572.3788,884.9275,193.44184769238626,193.44184769238626,0.0,0.0,0.0,0.0,254.46670230761367,0.0,0.0,6781.863673610433,6499.12289326864,0.0,2.2737367544323206e-13
2025-02-01,45,07:20,0.7654,0.8326,3477.22,1140.675,0.0,0.0,0.0,0.0,0.0,0.0,389.4241666666667,0.0,0.0,6499.12289326864,6066.4293747501215,0.0,1.1368683772161603e-13
2025-02-01,46,07:30,0.7258,0.7834,3654.0022,1388.0797,475.357327738939,475.357327738939,0.0,0.0,0.0,97.70357773893903,0.0,0.0,0.0,6066.4293747501215,6154.362594715167,-5.684341886080802e-14,1.5631940186722204e-13
2025-02-01,47,07:40,0.8697,0.8891,3841.4201,1674.452,0.0,0.0,0.0,0.0,0.0,0.0,361.16134999999997,0.0,0.0,6154.362594715167,5753.072205826278,0.0,2.2737367544323206e-13
2025-02-01,48,07:50,1.0783,1.0877,3803.65,2004.1125,0.0,0.0,0.0,0.0,0.0,0.0,299.92291666666665,0.0,0.0,5753.072205826278,5419.824520641093,0.0,-5.684341886080802e-14
2025-02-01,49,08:00,1.0448,1.0753,3545.4639,2332.1065,0.0,0.0,0.0,0.0,0.0,0.0,202.22623333333337,0.0,0.0,5419.824520641093,5195.128705826278,0.0,-2.5579538487363607e-13
2025-02-01,50,08:10,0.9667,1.008,3411.349,2632.5934,0.0,0.0,0.0,0.0,0.0,0.0,129.7926,0.0,0.0,5195.128705826278,5050.914705826278,0.0,5.684341886080802e-14
2025-02-01,51,08:20,0.9429,0.9948,3445.37,2927.6625,0.0,0.0,0.0,0.0,0.0,0.0,86.28458333333333,0.0,0.0,5050.914705826278,4955.042946567019,0.0,-5.684341886080802e-14
2025-02-01,52,08:30,0.893,0.9864,3467.1139,3251.299,0.0,0.0,0.0,0.0,0.0,0.0,35.96914999999997,0.0,0.0,4955.042946567019,4915.077224344796,0.0,-2.1316282072803006e-14
2025-02-01,53,08:40,0.9266,0.9659,3894.4802,3519.7566,0.0,0.0,0.0,0.0,0.0,0.0,62.453933333333296,0.0,0.0,4915.077224344796,4845.683965085537,0.0,7.105427357601002e-14
2025-02-01,54,08:50,0.9995,0.9624,4422.76,3731.7,0.0,0.0,0.0,0.0,0.0,0.0,115.17666666666673,0.0,0.0,4845.683965085537,4717.709891011463,0.0,-3.126388037344441e-13
2025-02-01,55,09:00,0.9415,1.0042,4267.5205,3992.5758,0.0,0.0,0.0,0.0,0.0,0.0,45.82411666666659,0.0,0.0,4717.709891011463,4666.794205826278,0.0,2.1316282072803006e-13
2025-02-01,56,09:10,0.8825,0.9788,4190.1702,4378.3332,0.0,0.0,0.0,0.0,0.0,31.360500000000076,0.0,0.0,0.0,4666.794205826278,4695.018655826278,-7.460698725481052e-14,-3.623767952376511e-13
2025-02-01,57,09:20,0.8929,0.8845,4418.32,4788.525,0.0,0.0,0.0,0.0,0.0,61.70083333333332,0.0,0.0,0.0,4695.018655826278,4750.5494058262775,0.0,-9.237055564881302e-14
2025-02-01,58,09:30,0.9059,0.8496,4399.2754,5029.9241,0.0,0.0,0.0,0.0,0.0,105.10811666666662,0.0,0.0,0.0,4750.5494058262775,4845.146710826278,4.263256414560601e-14,2.7000623958883807e-13
2025-02-01,59,09:40,0.8581,0.9332,4182.7342,5203.9177,0.0,0.0,0.0,0.0,0.0,170.19725,0.0,0.0,0.0,4845.146710826278,4998.324235826278,5.684341886080802e-14,5.684341886080802e-14
2025-02-01,60,09:50,0.8084,1.0579,4071.53,5364.1125,0.0,0.0,0.0,0.0,0.0,215.43041666666664,0.0,0.0,0.0,4998.324235826278,5192.211610826278,-5.684341886080802e-14,2.5579538487363607e-13
2025-02-01,61,10:00,0.8605,1.0779,4268.5932,5471.099,0.0,0.0,0.0,0.0,0.0,200.4176333333333,0.0,0.0,0.0,5192.211610826278,5372.587480826278,5.684341886080802e-14,-1.1368683772161603e-13
2025-02-01,62,10:10,0.8292,1.0419,4240.2423,5601.7634,0.0,0.0,0.0,0.0,0.0,226.9201833333333,0.0,0.0,0.0,5372.587480826278,5576.815645826278,-2.842170943040401e-14,4.547473508864641e-13
